"Station Name","OTTAWA CDA"
"Province","ONTARIO"
"Latitude","45.38"
"Longitude","-75.72"
"Elevation","79.20"
"Climate Identifier","6105976"
"WMO Identifier",""
"TC Identifier","WCG"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1989-02-08","1989","02","08","","-3.2","","-15.3","","-9.3","","27.3","","0.0","","0.0","","0.8","","0.5","","12","","","","",""
"1989-02-09","1989","02","09","","-10.2","","-20.6","","-15.4","","33.4","","0.0","","0.0","","0.2","","0.2","","6","","","","",""
"1989-02-10","1989","02","10","","-3.1","","-16.5","","-9.8","","27.8","","0.0","","0.0","","1.8","","1.4","","6","","","","",""
"1989-02-11","1989","02","11","","-3.1","","-6.3","","-4.7","","22.7","","0.0","","0.0","","0.0","T","0.0","T","7","","","","",""
"1989-02-12","1989","02","12","","-2.3","","-6.0","","-4.2","","22.2","","0.0","","0.0","","0.2","","0.2","","6","","","","",""
"1989-02-13","1989","02","13","","2.4","","-16.5","","-7.1","","25.1","","0.0","","0.2","","1.4","","1.6","","6","","","","",""
"1989-02-14","1989","02","14","","5.2","","-6.7","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"1989-02-15","1989","02","15","","0.6","","-3.3","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"1989-02-16","1989","02","16","","-14.2","","-16.4","","-15.3","","33.3","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"1989-02-17","1989","02","17","","-10.5","","-21.0","","-15.8","","33.8","","0.0","","0.0","","0.0","","0.0","","3","","","","",""
"1989-02-18","1989","02","18","","-9.5","","-21.7","","-15.6","","33.6","","0.0","","0.0","","0.6","","0.6","","3","","","","",""
"1989-02-19","1989","02","19","","-1.8","","-13.7","","-7.8","","25.8","","0.0","","0.0","","2.4","","1.5","","3","","","","",""
"1989-02-20","1989","02","20","","0.4","","-5.1","","-2.4","","20.4","","0.0","","0.0","","5.0","","6.0","","6","","","","",""
"1989-02-21","1989","02","21","","0.4","","-3.1","","-1.4","","19.4","","0.0","","0.0","T","5.0","","7.3","","10","","","","",""
"1989-02-22","1989","02","22","","-1.4","","-5.2","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"1989-02-23","1989","02","23","","-10.9","","-18.3","","-14.6","","32.6","","0.0","","0.0","","0.0","","0.0","","15","","","","",""
"1989-02-24","1989","02","24","","-9.0","","-22.7","","-15.9","","33.9","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"1989-02-25","1989","02","25","","-7.3","","-25.0","","-16.2","","34.2","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"1989-02-26","1989","02","26","","-6.0","","-21.7","","-13.9","","31.9","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"1989-02-27","1989","02","27","","-1.0","","-17.6","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"1989-02-28","1989","02","28","","-1.4","","-16.4","","-8.9","","26.9","","0.0","","0.0","","2.6","","2.3","","12","","","","",""
"1989-03-01","1989","03","01","","-1.5","","-5.9","","-3.7","","21.7","","0.0","","0.0","","0.0","T","0.0","T","14","","","","",""
"1989-03-02","1989","03","02","","-7.6","","-14.4","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"1989-03-03","1989","03","03","","-9.9","","-18.3","","-14.1","","32.1","","0.0","","0.0","","1.0","","1.0","","12","","","","",""
"1989-03-04","1989","03","04","","-5.8","","-16.1","","-11.0","","29.0","","0.0","","1.2","","7.4","","8.6","","13","","","","",""
"1989-03-05","1989","03","05","","-5.4","","-13.4","","-9.4","","27.4","","0.0","","0.0","T","0.0","","0.0","T","16","","","","",""
"1989-03-06","1989","03","06","","-10.9","","-16.9","","-13.9","","31.9","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"1989-03-07","1989","03","07","","-14.5","","-26.5","","-20.5","","38.5","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"1989-03-08","1989","03","08","","-9.0","","-22.8","","-15.9","","33.9","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"1989-03-09","1989","03","09","","-3.0","","-18.8","","-10.9","","28.9","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"1989-03-10","1989","03","10","","1.6","","-16.2","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"1989-03-11","1989","03","11","","0.0","","-6.3","","-3.2","","21.2","","0.0","","0.0","","1.0","","1.0","","16","","","","",""
"1989-03-12","1989","03","12","","-5.2","","-11.3","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"1989-03-13","1989","03","13","","-1.1","","-20.1","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","16","","","","",""
"1989-03-14","1989","03","14","","8.3","","-4.3","","2.0","","16.0","","0.0","","5.2","","0.0","","5.2","","16","","","","",""
"1989-03-15","1989","03","15","","10.0","","1.9","","6.0","","12.0","","0.0","","2.2","","3.4","","5.6","","8","","","","",""
"1989-03-16","1989","03","16","","3.0","","-11.1","","-4.1","","22.1","","0.0","","0.0","","0.2","","0.2","","8","","","","",""
"1989-03-17","1989","03","17","","-3.4","","-6.6","","-5.0","","23.0","","0.0","","0.0","","13.2","","13.2","","8","","","","",""
"1989-03-18","1989","03","18","","-1.6","","-7.4","","-4.5","","22.5","","0.0","","0.0","","0.2","","0.2","","20","","","","",""
"1989-03-19","1989","03","19","","-1.8","","-16.4","","-9.1","","27.1","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"1989-03-20","1989","03","20","","-0.8","","-11.6","","-6.2","","24.2","","0.0","","0.0","","6.6","","6.6","","17","","","","",""
"1989-03-21","1989","03","21","","-1.3","","-4.3","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","T","24","","","","",""
"1989-03-22","1989","03","22","","0.5","","-15.7","","-7.6","","25.6","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"1989-03-23","1989","03","23","","4.1","","-12.1","","-4.0","","22.0","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"1989-03-24","1989","03","24","","4.3","","-6.1","","-0.9","","18.9","","0.0","","1.2","","0.0","","1.2","","15","","","","",""
"1989-03-25","1989","03","25","","3.8","","0.2","","2.0","","16.0","","0.0","","3.8","","0.0","","3.8","","10","","","","",""
"1989-03-26","1989","03","26","","9.0","","-0.3","","4.4","","13.6","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"1989-03-27","1989","03","27","","14.8","","1.1","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"1989-03-28","1989","03","28","","16.9","","5.4","","11.2","","6.8","","0.0","","5.0","","0.0","","5.0","","0","T","","","",""
"1989-03-29","1989","03","29","","5.2","","-0.2","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-03-30","1989","03","30","","0.4","","-2.1","","-0.9","","18.9","","0.0","","3.0","","0.4","","3.4","","0","","","","",""
"1989-03-31","1989","03","31","","2.4","","-0.2","","1.1","","16.9","","0.0","","0.0","","7.0","","7.0","","0","","","","",""
"1989-04-01","1989","04","01","","5.9","","0.2","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"1989-04-02","1989","04","02","","7.7","","-3.5","","2.1","","15.9","","0.0","","2.0","","0.0","","2.0","","0","T","","","",""
"1989-04-03","1989","04","03","","6.5","","1.9","","4.2","","13.8","","0.0","","3.4","","0.0","","3.4","","0","","","","",""
"1989-04-04","1989","04","04","","8.2","","2.8","","5.5","","12.5","","0.0","","6.8","","0.0","","6.8","","0","","","","",""
"1989-04-05","1989","04","05","","14.4","","4.1","","9.3","","8.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"1989-04-06","1989","04","06","","9.0","","1.3","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-07","1989","04","07","","6.6","","1.5","","4.1","","13.9","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"1989-04-08","1989","04","08","","6.2","","-3.0","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-09","1989","04","09","","8.7","","-3.6","","2.6","","15.4","","0.0","","0.0","T","0.4","","0.4","","0","","","","",""
"1989-04-10","1989","04","10","","3.4","","-4.9","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"1989-04-11","1989","04","11","","5.6","","-3.6","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-12","1989","04","12","","7.8","","-4.0","","1.9","","16.1","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"1989-04-13","1989","04","13","","5.9","","1.2","","3.6","","14.4","","0.0","","1.5","","0.2","","1.9","","0","","","","",""
"1989-04-14","1989","04","14","","10.0","","-2.2","","3.9","","14.1","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"1989-04-15","1989","04","15","","11.6","","3.5","","7.6","","10.4","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"1989-04-16","1989","04","16","","12.4","","3.7","","8.1","","9.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-17","1989","04","17","","16.2","","0.7","","8.5","","9.5","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"1989-04-18","1989","04","18","","6.9","","-3.7","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-19","1989","04","19","","10.3","","-3.1","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-20","1989","04","20","","12.4","","0.1","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-21","1989","04","21","","12.8","","-2.4","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-22","1989","04","22","","3.6","","-3.6","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-23","1989","04","23","","7.0","","-3.4","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-24","1989","04","24","","12.7","","-0.7","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-25","1989","04","25","","13.5","","0.8","","7.2","","10.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-26","1989","04","26","","17.0","","0.4","","8.7","","9.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-27","1989","04","27","","12.9","","3.3","","8.1","","9.9","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"1989-04-28","1989","04","28","","10.7","","1.8","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-04-29","1989","04","29","","14.8","","1.1","","8.0","","10.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"1989-04-30","1989","04","30","","18.4","","7.2","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-01","1989","05","01","","18.1","","7.8","","13.0","","5.0","","0.0","","7.0","","0.0","","7.0","","0","","","","",""
"1989-05-02","1989","05","02","","9.3","","7.6","","8.5","","9.5","","0.0","","13.4","","0.0","","13.4","","0","","","","",""
"1989-05-03","1989","05","03","","13.4","","4.3","","8.9","","9.1","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"1989-05-04","1989","05","04","","20.0","","2.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-05","1989","05","05","","13.8","","4.5","","9.2","","8.8","","0.0","","9.0","","0.0","","9.0","","0","","","","",""
"1989-05-06","1989","05","06","","15.7","","9.3","","12.5","","5.5","","0.0","","22.6","","0.0","","22.6","","0","","","","",""
"1989-05-07","1989","05","07","","8.8","","6.6","","7.7","","10.3","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"1989-05-08","1989","05","08","","9.2","","0.1","","4.7","","13.3","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"1989-05-09","1989","05","09","","15.8","","3.4","","9.6","","8.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-10","1989","05","10","","16.4","","6.0","","11.2","","6.8","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"1989-05-11","1989","05","11","","12.5","","6.5","","9.5","","8.5","","0.0","","6.4","","0.0","","6.4","","0","","","","",""
"1989-05-12","1989","05","12","","20.9","","10.6","","15.8","","2.2","","0.0","","9.4","","0.0","","9.4","","0","","","","",""
"1989-05-13","1989","05","13","","18.5","","9.7","","14.1","","3.9","","0.0","","4.8","","0.0","","4.8","","0","","","","",""
"1989-05-14","1989","05","14","","18.7","","10.7","","14.7","","3.3","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"1989-05-15","1989","05","15","","21.7","","5.7","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-16","1989","05","16","","25.0","","8.9","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-17","1989","05","17","","27.6","","11.8","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-18","1989","05","18","","29.9","","11.5","","20.7","","0.0","","2.7","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-19","1989","05","19","","29.9","","11.9","","20.9","","0.0","","2.9","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-20","1989","05","20","","28.7","","14.8","","21.8","","0.0","","3.8","","1.2","","0.0","","1.2","","0","","","","",""
"1989-05-21","1989","05","21","","20.1","","14.4","","17.3","","0.7","","0.0","","2.1","","0.0","","2.1","","0","","","","",""
"1989-05-22","1989","05","22","","20.6","","11.2","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-23","1989","05","23","","23.7","","6.3","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-24","1989","05","24","","21.1","","13.3","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-25","1989","05","25","","24.8","","10.4","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-26","1989","05","26","","22.6","","14.7","","18.7","","0.0","","0.7","","5.3","","0.0","","5.3","","0","","","","",""
"1989-05-27","1989","05","27","","15.1","","9.9","","12.5","","5.5","","0.0","","3.2","","0.0","","3.2","","0","","","","",""
"1989-05-28","1989","05","28","","21.0","","7.3","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-05-29","1989","05","29","","24.0","","7.6","","15.8","","2.2","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"1989-05-30","1989","05","30","","15.3","","13.2","","14.3","","3.7","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"1989-05-31","1989","05","31","","21.4","","13.4","","17.4","","0.6","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"1989-06-01","1989","06","01","","24.8","","16.8","","20.8","","0.0","","2.8","","1.4","","0.0","","1.4","","0","","","","",""
"1989-06-02","1989","06","02","","21.0","","16.0","","18.5","","0.0","","0.5","","1.4","","0.0","","1.4","","0","","","","",""
"1989-06-03","1989","06","03","","25.7","","10.6","","18.2","","0.0","","0.2","","22.7","","0.0","","22.7","","0","","","","",""
"1989-06-04","1989","06","04","","20.8","","12.8","","16.8","","1.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"1989-06-05","1989","06","05","","19.5","","10.9","","15.2","","2.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-06","1989","06","06","","24.1","","7.2","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-07","1989","06","07","","26.0","","11.8","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-08","1989","06","08","","27.2","","14.0","","20.6","","0.0","","2.6","","13.8","","0.0","","13.8","","0","","","","",""
"1989-06-09","1989","06","09","","22.5","","12.9","","17.7","","0.3","","0.0","","18.4","","0.0","","18.4","","0","","","","",""
"1989-06-10","1989","06","10","","17.0","","13.0","","15.0","","3.0","","0.0","","4.8","","0.0","","4.8","","0","","","","",""
"1989-06-11","1989","06","11","","23.8","","11.9","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-12","1989","06","12","","21.1","","9.0","","15.1","","2.9","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-13","1989","06","13","","21.6","","13.4","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-14","1989","06","14","","20.5","","10.6","","15.6","","2.4","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"1989-06-15","1989","06","15","","16.1","","13.8","","15.0","","3.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"1989-06-16","1989","06","16","","16.1","","12.8","","14.5","","3.5","","0.0","","13.4","","0.0","","13.4","","0","","","","",""
"1989-06-17","1989","06","17","","21.8","","13.4","","17.6","","0.4","","0.0","","5.6","","0.0","","5.6","","0","","","","",""
"1989-06-18","1989","06","18","","18.1","","13.0","","15.6","","2.4","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"1989-06-19","1989","06","19","","26.6","","10.1","","18.4","","0.0","","0.4","","0.0","T","0.0","","0.0","T","0","","","","",""
"1989-06-20","1989","06","20","","21.3","","14.1","","17.7","","0.3","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"1989-06-21","1989","06","21","","28.1","","17.9","","23.0","","0.0","","5.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-22","1989","06","22","","29.7","","19.1","","24.4","","0.0","","6.4","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-23","1989","06","23","","29.7","","19.9","","24.8","","0.0","","6.8","","20.4","","0.0","","20.4","","0","","","","",""
"1989-06-24","1989","06","24","","29.6","","20.4","","25.0","","0.0","","7.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-25","1989","06","25","","29.8","","18.3","","24.1","","0.0","","6.1","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-26","1989","06","26","","28.9","","19.7","","24.3","","0.0","","6.3","","0.2","","0.0","","0.2","","0","","","","",""
"1989-06-27","1989","06","27","","31.1","","19.0","","25.1","","0.0","","7.1","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-28","1989","06","28","","22.6","","17.5","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-29","1989","06","29","","22.3","","10.2","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"1989-06-30","1989","06","30","","25.2","","10.6","","17.9","","0.1","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"1989-07-01","1989","07","01","","27.2","","15.4","","21.3","","0.0","","3.3","","0.0","T","0.0","","0.0","T","0","","","","",""
"1989-07-02","1989","07","02","","31.2","","15.9","","23.6","","0.0","","5.6","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-03","1989","07","03","","30.4","","17.7","","24.1","","0.0","","6.1","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-04","1989","07","04","","30.1","","17.0","","23.6","","0.0","","5.6","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-05","1989","07","05","","29.4","","17.3","","23.4","","0.0","","5.4","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-06","1989","07","06","","30.5","","18.3","","24.4","","0.0","","6.4","","1.0","","0.0","","1.0","","0","","","","",""
"1989-07-07","1989","07","07","","24.0","","21.4","","22.7","","0.0","","4.7","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-08","1989","07","08","","24.6","","13.8","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-09","1989","07","09","","28.8","","15.7","","22.3","","0.0","","4.3","","28.0","","0.0","","28.0","","0","","","","",""
"1989-07-10","1989","07","10","","27.3","","17.4","","22.4","","0.0","","4.4","","0.0","T","0.0","","0.0","T","0","","","","",""
"1989-07-11","1989","07","11","","23.4","","16.8","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-12","1989","07","12","","26.4","","13.9","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-13","1989","07","13","","24.7","","15.8","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-14","1989","07","14","","23.9","","12.7","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"1989-07-15","1989","07","15","","24.7","","11.2","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
